"DateTime","Dota 2","Counter-Strike 2","PUBG: BATTLEGROUNDS","Hogwarts Legacy","New World","Baldur's Gate 3","Cyberpunk 2077","ELDEN RING","Goose Goose Duck","Lost Ark"
"2012-08-10 00:00:00",75505,2448,,,,,,,,
"2012-08-11 00:00:00",75726,2599,,,,,,,,
"2012-08-12 00:00:00",71559,2562,,,,,,,,
"2012-08-13 00:00:00",70019,2766,,,,,,,,
"2012-08-14 00:00:00",69520,32396,,,,,,,,
"2012-08-15 00:00:00",69927,31446,,,,,,,,
"2012-08-16 00:00:00",70338,28953,,,,,,,,
"2012-08-17 00:00:00",73551,26875,,,,,,,,
"2012-08-18 00:00:00",78599,31597,,,,,,,,
"2012-08-19 00:00:00",74711,31284,,,,,,,,
"2012-08-20 00:00:00",69926,52596,,,,,,,,
"2012-08-21 00:00:00",71310,49418,,,,,,,,
"2012-08-22 00:00:00",73540,45563,,,,,,,,
"2012-08-23 00:00:00",73043,41807,,,,,,,,
"2012-08-24 00:00:00",73583,40608,,,,,,,,
"2012-08-25 00:00:00",108472,42936,,,,,,,,
"2012-08-26 00:00:00",105839,40621,,,,,,,,
"2012-08-27 00:00:00",105167,37754,,,,,,,,
"2012-08-28 00:00:00",80479,35634,,,,,,,,
"2012-08-29 00:00:00",77752,33207,,,,,,,,
"2012-08-30 00:00:00",111804,31832,,,,,,,,
"2012-08-31 00:00:00",108557,31747,,,,,,,,
"2012-09-01 00:00:00",118901,36057,,,,,,,,
"2012-09-02 00:00:00",118479,36870,,,,,,,,
"2012-09-03 00:00:00",83298,33922,,,,,,,,
"2012-09-04 00:00:00",80584,29302,,,,,,,,
"2012-09-05 00:00:00",81657,28446,,,,,,,,
"2012-09-06 00:00:00",70409,26028,,,,,,,,
"2012-09-07 00:00:00",70409,16992,,,,,,,,
"2012-09-08 00:00:00",70409,16992,,,,,,,,
"2012-09-09 00:00:00",80110,29223,,,,,,,,
"2012-09-10 00:00:00",80574,26599,,,,,,,,
"2012-09-11 00:00:00",80452,26739,,,,,,,,
"2012-09-12 00:00:00",81733,25895,,,,,,,,
"2012-09-13 00:00:00",81592,25290,,,,,,,,
"2012-09-14 00:00:00",90409,24962,,,,,,,,
"2012-09-15 00:00:00",91719,28447,,,,,,,,
"2012-09-16 00:00:00",79965,26686,,,,,,,,
"2012-09-17 00:00:00",82755,23856,,,,,,,,
"2012-09-18 00:00:00",79405,21597,,,,,,,,
"2012-09-19 00:00:00",81340,22118,,,,,,,,
"2012-09-20 00:00:00",84664,20544,,,,,,,,
"2012-09-21 00:00:00",97697,21263,,,,,,,,
"2012-09-22 00:00:00",97784,24475,,,,,,,,
"2012-09-23 00:00:00",87176,23329,,,,,,,,
"2012-09-24 00:00:00",81954,20387,,,,,,,,
"2012-09-25 00:00:00",84298,20354,,,,,,,,
"2012-09-26 00:00:00",83483,19894,,,,,,,,
"2012-09-27 00:00:00",88965,18732,,,,,,,,
"2012-09-28 00:00:00",99129,18543,,,,,,,,
"2012-09-29 00:00:00",102129,21247,,,,,,,,
"2012-09-30 00:00:00",89750,20273,,,,,,,,
"2012-10-01 00:00:00",171860,20850,,,,,,,,
"2012-10-02 00:00:00",89614,18337,,,,,,,,
"2012-10-03 00:00:00",97314,18350,,,,,,,,
"2012-10-04 00:00:00",110976,18564,,,,,,,,
"2012-10-05 00:00:00",116386,18464,,,,,,,,
"2012-10-06 00:00:00",112941,19848,,,,,,,,
"2012-10-07 00:00:00",106831,20740,,,,,,,,
"2012-10-08 00:00:00",101962,18861,,,,,,,,
"2012-10-09 00:00:00",99846,17936,,,,,,,,
"2012-10-10 00:00:00",100426,17658,,,,,,,,
"2012-10-11 00:00:00",105059,16103,,,,,,,,
"2012-10-12 00:00:00",112481,17560,,,,,,,,
"2012-10-13 00:00:00",110661,20134,,,,,,,,
"2012-10-14 00:00:00",99318,18887,,,,,,,,
"2012-10-15 00:00:00",99647,17456,,,,,,,,
"2012-10-16 00:00:00",96812,17615,,,,,,,,
"2012-10-17 00:00:00",97340,16026,,,,,,,,
"2012-10-18 00:00:00",97340,14962,,,,,,,,
"2012-10-19 00:00:00",97340,14962,,,,,,,,
"2012-10-20 00:00:00",127958,18497,,,,,,,,
"2012-10-21 00:00:00",121831,17996,,,,,,,,
"2012-10-22 00:00:00",134845,20850,,,,,,,,
"2012-10-23 00:00:00",121309,19681,,,,,,,,
"2012-10-24 00:00:00",131905,16201,,,,,,,,
"2012-10-25 00:00:00",133295,15101,,,,,,,,
"2012-10-26 00:00:00",145041,15726,,,,,,,,
"2012-10-27 00:00:00",147013,17922,,,,,,,,
"2012-10-28 00:00:00",133301,17605,,,,,,,,
"2012-10-29 00:00:00",133498,16441,,,,,,,,
"2012-10-30 00:00:00",171931,16271,,,,,,,,
"2012-10-31 00:00:00",166805,21291,,,,,,,,
"2012-11-01 00:00:00",169631,50533,,,,,,,,
"2012-11-02 00:00:00",158228,48271,,,,,,,,
"2012-11-03 00:00:00",154925,50533,,,,,,,,
"2012-11-04 00:00:00",142382,46933,,,,,,,,
"2012-11-05 00:00:00",135504,25474,,,,,,,,
"2012-11-06 00:00:00",138398,21163,,,,,,,,
"2012-11-07 00:00:00",140618,21219,,,,,,,,
"2012-11-08 00:00:00",146990,21111,,,,,,,,
"2012-11-09 00:00:00",163993,20632,,,,,,,,
"2012-11-10 00:00:00",164331,22880,,,,,,,,
"2012-11-11 00:00:00",149020,22968,,,,,,,,
"2012-11-12 00:00:00",140023,21888,,,,,,,,
"2012-11-13 00:00:00",138005,19577,,,,,,,,
"2012-11-14 00:00:00",141691,18505,,,,,,,,
"2012-11-15 00:00:00",148705,18543,,,,,,,,
"2012-11-16 00:00:00",159020,18418,,,,,,,,
"2012-11-17 00:00:00",156169,20597,,,,,,,,
"2012-11-18 00:00:00",137382,20396,,,,,,,,
"2012-11-19 00:00:00",137902,20234,,,,,,,,
"2012-11-20 00:00:00",139073,18273,,,,,,,,
"2012-11-21 00:00:00",147056,18847,,,,,,,,
"2012-11-22 00:00:00",155884,18933,,,,,,,,
"2012-11-23 00:00:00",170248,18997,,,,,,,,
"2012-11-24 00:00:00",166166,21512,,,,,,,,
"2012-11-25 00:00:00",147390,21431,,,,,,,,
"2012-11-26 00:00:00",148120,23465,,,,,,,,
"2012-11-27 00:00:00",151154,23465,,,,,,,,
"2012-11-28 00:00:00",153963,23597,,,,,,,,
"2012-11-29 00:00:00",153010,22501,,,,,,,,
"2012-11-30 00:00:00",170847,20615,,,,,,,,
"2012-12-01 00:00:00",213521,27553,,,,,,,,
"2012-12-02 00:00:00",152503,23130,,,,,,,,
"2012-12-03 00:00:00",153770,22426,,,,,,,,
"2012-12-04 00:00:00",152190,21727,,,,,,,,
"2012-12-05 00:00:00",154020,22137,,,,,,,,
"2012-12-06 00:00:00",163280,22319,,,,,,,,
"2012-12-07 00:00:00",180544,22826,,,,,,,,
"2012-12-08 00:00:00",180298,25803,,,,,,,,
"2012-12-09 00:00:00",164689,25358,,,,,,,,
"2012-12-10 00:00:00",168620,25377,,,,,,,,
"2012-12-11 00:00:00",166710,23761,,,,,,,,
"2012-12-12 00:00:00",171101,22429,,,,,,,,
"2012-12-13 00:00:00",185975,22092,,,,,,,,
"2012-12-14 00:00:00",201442,20909,,,,,,,,
"2012-12-15 00:00:00",203484,23713,,,,,,,,
"2012-12-16 00:00:00",188619,23469,,,,,,,,
"2012-12-17 00:00:00",187555,23170,,,,,,,,
"2012-12-18 00:00:00",186837,22656,,,,,,,,
"2012-12-19 00:00:00",215557,21486,,,,,,,,
"2012-12-20 00:00:00",202605,21147,,,,,,,,
"2012-12-21 00:00:00",208194,20912,,,,,,,,
"2012-12-22 00:00:00",204246,22622,,,,,,,,
